National v State,State,Winner_Candidate,Winner_Party,Year,dem_candidate,dem_votes,other_candidate,other_votes,rep_candidate,rep_votes,state_po,totalvotes
State,Alabama,Jimmy Carter,Democrat,1976,Jimmy Carter,659170.0,Other,19610.0,Gerald Ford,504070.0,AL,1182850.0
State,Alabama,Jimmy Carter,Democrat,1977,Jimmy Carter,659170.0,Other,19610.0,Gerald Ford,504070.0,AL,1182850.0
State,Alabama,Jimmy Carter,Democrat,1978,Jimmy Carter,659170.0,Other,19610.0,Gerald Ford,504070.0,AL,1182850.0
State,Alabama,Jimmy Carter,Democrat,1979,Jimmy Carter,659170.0,Other,19610.0,Gerald Ford,504070.0,AL,1182850.0
State,Alabama,Ronald Reagan,Republican,1980,Jimmy Carter,636730.0,Other,51007.0,Ronald Reagan,654192.0,AL,1341929.0
State,Alabama,Ronald Reagan,Republican,1981,Jimmy Carter,636730.0,Other,51007.0,Ronald Reagan,654192.0,AL,1341929.0
State,Alabama,Ronald Reagan,Republican,1982,Jimmy Carter,636730.0,Other,51007.0,Ronald Reagan,654192.0,AL,1341929.0
State,Alabama,Ronald Reagan,Republican,1983,Jimmy Carter,636730.0,Other,51007.0,Ronald Reagan,654192.0,AL,1341929.0
State,Alabama,Ronald Reagan,Republican,1984,Walter Mondale,551899.0,Other,16965.0,Ronald Reagan,872849.0,AL,1441713.0
State,Alabama,Ronald Reagan,Republican,1985,Walter Mondale,551899.0,Other,16965.0,Ronald Reagan,872849.0,AL,1441713.0
State,Alabama,Ronald Reagan,Republican,1986,Walter Mondale,551899.0,Other,16965.0,Ronald Reagan,872849.0,AL,1441713.0
State,Alabama,Ronald Reagan,Republican,1987,Walter Mondale,551899.0,Other,16965.0,Ronald Reagan,872849.0,AL,1441713.0
State,Alabama,George H.W. Bush,Republican,1988,Michael Dukakis,549506.0,Other,13394.0,George H.W. Bush,815576.0,AL,1378476.0
State,Alabama,George H.W. Bush,Republican,1989,Michael Dukakis,549506.0,Other,13394.0,George H.W. Bush,815576.0,AL,1378476.0
State,Alabama,George H.W. Bush,Republican,1990,Michael Dukakis,549506.0,Other,13394.0,George H.W. Bush,815576.0,AL,1378476.0
State,Alabama,George H.W. Bush,Republican,1991,Michael Dukakis,549506.0,Other,13394.0,George H.W. Bush,815576.0,AL,1378476.0
State,Alabama,George H.W. Bush,Republican,1992,Bill Clinton,690080.0,Other,193697.0,George H.W. Bush,804283.0,AL,1688060.0
State,Alabama,George H.W. Bush,Republican,1993,Bill Clinton,690080.0,Other,193697.0,George H.W. Bush,804283.0,AL,1688060.0
State,Alabama,George H.W. Bush,Republican,1994,Bill Clinton,690080.0,Other,193697.0,George H.W. Bush,804283.0,AL,1688060.0
State,Alabama,George H.W. Bush,Republican,1995,Bill Clinton,690080.0,Other,193697.0,George H.W. Bush,804283.0,AL,1688060.0
State,Alabama,Robert Dole,Republican,1996,Bill Clinton,662165.0,Other,103140.0,Robert Dole,769044.0,AL,1534349.0
State,Alabama,Robert Dole,Republican,1997,Bill Clinton,662165.0,Other,103140.0,Robert Dole,769044.0,AL,1534349.0
State,Alabama,Robert Dole,Republican,1998,Bill Clinton,662165.0,Other,103140.0,Robert Dole,769044.0,AL,1534349.0
State,Alabama,Robert Dole,Republican,1999,Bill Clinton,662165.0,Other,103140.0,Robert Dole,769044.0,AL,1534349.0
State,Alabama,George W. Bush,Republican,2000,Al Gore,692611.0,Other,32488.0,George W. Bush,941173.0,AL,1666272.0
State,Alabama,George W. Bush,Republican,2001,Al Gore,692611.0,Other,32488.0,George W. Bush,941173.0,AL,1666272.0
State,Alabama,George W. Bush,Republican,2002,Al Gore,692611.0,Other,32488.0,George W. Bush,941173.0,AL,1666272.0
State,Alabama,George W. Bush,Republican,2003,Al Gore,692611.0,Other,32488.0,George W. Bush,941173.0,AL,1666272.0
State,Alabama,George W. Bush,Republican,2004,John Kerry,693933.0,Other,13088.0,George W. Bush,1176394.0,AL,1883415.0
State,Alabama,George W. Bush,Republican,2005,John Kerry,693933.0,Other,13088.0,George W. Bush,1176394.0,AL,1883415.0
State,Alabama,George W. Bush,Republican,2006,John Kerry,693933.0,Other,13088.0,George W. Bush,1176394.0,AL,1883415.0
State,Alabama,George W. Bush,Republican,2007,John Kerry,693933.0,Other,13088.0,George W. Bush,1176394.0,AL,1883415.0
State,Alabama,John McCain,Republican,2008,Barack H. Obama,813479.0,Other,19794.0,John McCain,1266546.0,AL,2099819.0
State,Alabama,John McCain,Republican,2009,Barack H. Obama,813479.0,Other,19794.0,John McCain,1266546.0,AL,2099819.0
State,Alabama,John McCain,Republican,2010,Barack H. Obama,813479.0,Other,19794.0,John McCain,1266546.0,AL,2099819.0
State,Alabama,John McCain,Republican,2011,Barack H. Obama,813479.0,Other,19794.0,John McCain,1266546.0,AL,2099819.0
State,Alabama,Mitt Romney,Republican,2012,Barack H. Obama,795696.0,Other,22717.0,Mitt Romney,1255925.0,AL,2074338.0
State,Alabama,Mitt Romney,Republican,2013,Barack H. Obama,795696.0,Other,22717.0,Mitt Romney,1255925.0,AL,2074338.0
State,Alabama,Mitt Romney,Republican,2014,Barack H. Obama,795696.0,Other,22717.0,Mitt Romney,1255925.0,AL,2074338.0
State,Alabama,Mitt Romney,Republican,2015,Barack H. Obama,795696.0,Other,22717.0,Mitt Romney,1255925.0,AL,2074338.0
State,Alabama,Donald J. Trump,Republican,2016,Hillary Clinton,729547.0,Other,75570.0,Donald J. Trump,1318255.0,AL,2123372.0
State,Alabama,Donald J. Trump,Republican,2017,Hillary Clinton,729547.0,Other,75570.0,Donald J. Trump,1318255.0,AL,2123372.0
State,Alabama,Donald J. Trump,Republican,2018,Hillary Clinton,729547.0,Other,75570.0,Donald J. Trump,1318255.0,AL,2123372.0
State,Alabama,Donald J. Trump,Republican,2019,Hillary Clinton,729547.0,Other,75570.0,Donald J. Trump,1318255.0,AL,2123372.0
State,Alaska,Gerald Ford,Republican,1976,Jimmy Carter,44058.0,Other,7961.0,Gerald Ford,71555.0,AK,123574.0
State,Alaska,Gerald Ford,Republican,1977,Jimmy Carter,44058.0,Other,7961.0,Gerald Ford,71555.0,AK,123574.0
State,Alaska,Gerald Ford,Republican,1978,Jimmy Carter,44058.0,Other,7961.0,Gerald Ford,71555.0,AK,123574.0
State,Alaska,Gerald Ford,Republican,1979,Jimmy Carter,44058.0,Other,7961.0,Gerald Ford,71555.0,AK,123574.0
State,Alaska,Ronald Reagan,Republican,1980,Jimmy Carter,41842.0,Other,30491.0,Ronald Reagan,86112.0,AK,158445.0
State,Alaska,Ronald Reagan,Republican,1981,Jimmy Carter,41842.0,Other,30491.0,Ronald Reagan,86112.0,AK,158445.0
State,Alaska,Ronald Reagan,Republican,1982,Jimmy Carter,41842.0,Other,30491.0,Ronald Reagan,86112.0,AK,158445.0
State,Alaska,Ronald Reagan,Republican,1983,Jimmy Carter,41842.0,Other,30491.0,Ronald Reagan,86112.0,AK,158445.0
State,Alaska,Ronald Reagan,Republican,1984,Walter Mondale,62007.0,Other,7221.0,Ronald Reagan,138377.0,AK,207605.0
State,Alaska,Ronald Reagan,Republican,1985,Walter Mondale,62007.0,Other,7221.0,Ronald Reagan,138377.0,AK,207605.0
State,Alaska,Ronald Reagan,Republican,1986,Walter Mondale,62007.0,Other,7221.0,Ronald Reagan,138377.0,AK,207605.0
State,Alaska,Ronald Reagan,Republican,1987,Walter Mondale,62007.0,Other,7221.0,Ronald Reagan,138377.0,AK,207605.0
State,Alaska,George H.W. Bush,Republican,1988,Michael Dukakis,72584.0,Other,8281.0,George H.W. Bush,119251.0,AK,200116.0
State,Alaska,George H.W. Bush,Republican,1989,Michael Dukakis,72584.0,Other,8281.0,George H.W. Bush,119251.0,AK,200116.0
State,Alaska,George H.W. Bush,Republican,1990,Michael Dukakis,72584.0,Other,8281.0,George H.W. Bush,119251.0,AK,200116.0
State,Alaska,George H.W. Bush,Republican,1991,Michael Dukakis,72584.0,Other,8281.0,George H.W. Bush,119251.0,AK,200116.0
State,Alaska,George H.W. Bush,Republican,1992,Bill Clinton,78294.0,Other,78212.0,George H.W. Bush,102000.0,AK,258506.0
State,Alaska,George H.W. Bush,Republican,1993,Bill Clinton,78294.0,Other,78212.0,George H.W. Bush,102000.0,AK,258506.0
State,Alaska,George H.W. Bush,Republican,1994,Bill Clinton,78294.0,Other,78212.0,George H.W. Bush,102000.0,AK,258506.0
State,Alaska,George H.W. Bush,Republican,1995,Bill Clinton,78294.0,Other,78212.0,George H.W. Bush,102000.0,AK,258506.0
State,Alaska,Robert Dole,Republican,1996,Bill Clinton,80380.0,Other,38494.0,Robert Dole,122746.0,AK,241620.0
State,Alaska,Robert Dole,Republican,1997,Bill Clinton,80380.0,Other,38494.0,Robert Dole,122746.0,AK,241620.0
State,Alaska,Robert Dole,Republican,1998,Bill Clinton,80380.0,Other,38494.0,Robert Dole,122746.0,AK,241620.0
State,Alaska,Robert Dole,Republican,1999,Bill Clinton,80380.0,Other,38494.0,Robert Dole,122746.0,AK,241620.0
State,Alaska,George W. Bush,Republican,2000,Al Gore,79004.0,Other,39158.0,George W. Bush,167398.0,AK,285560.0
State,Alaska,George W. Bush,Republican,2001,Al Gore,79004.0,Other,39158.0,George W. Bush,167398.0,AK,285560.0
State,Alaska,George W. Bush,Republican,2002,Al Gore,79004.0,Other,39158.0,George W. Bush,167398.0,AK,285560.0
State,Alaska,George W. Bush,Republican,2003,Al Gore,79004.0,Other,39158.0,George W. Bush,167398.0,AK,285560.0
State,Alaska,George W. Bush,Republican,2004,John Kerry,111025.0,Other,10684.0,George W. Bush,190889.0,AK,312598.0
State,Alaska,George W. Bush,Republican,2005,John Kerry,111025.0,Other,10684.0,George W. Bush,190889.0,AK,312598.0
State,Alaska,George W. Bush,Republican,2006,John Kerry,111025.0,Other,10684.0,George W. Bush,190889.0,AK,312598.0
State,Alaska,George W. Bush,Republican,2007,John Kerry,111025.0,Other,10684.0,George W. Bush,190889.0,AK,312598.0
State,Alaska,John McCain,Republican,2008,Barack H. Obama,123594.0,Other,8762.0,John McCain,193841.0,AK,326197.0
State,Alaska,John McCain,Republican,2009,Barack H. Obama,123594.0,Other,8762.0,John McCain,193841.0,AK,326197.0
State,Alaska,John McCain,Republican,2010,Barack H. Obama,123594.0,Other,8762.0,John McCain,193841.0,AK,326197.0
State,Alaska,John McCain,Republican,2011,Barack H. Obama,123594.0,Other,8762.0,John McCain,193841.0,AK,326197.0
State,Alaska,Mitt Romney,Republican,2012,Barack H. Obama,122640.0,Other,13179.0,Mitt Romney,164676.0,AK,300495.0
State,Alaska,Mitt Romney,Republican,2013,Barack H. Obama,122640.0,Other,13179.0,Mitt Romney,164676.0,AK,300495.0
State,Alaska,Mitt Romney,Republican,2014,Barack H. Obama,122640.0,Other,13179.0,Mitt Romney,164676.0,AK,300495.0
State,Alaska,Mitt Romney,Republican,2015,Barack H. Obama,122640.0,Other,13179.0,Mitt Romney,164676.0,AK,300495.0
State,Alaska,Donald J. Trump,Republican,2016,Hillary Clinton,116454.0,Other,38767.0,Donald J. Trump,163387.0,AK,318608.0
State,Alaska,Donald J. Trump,Republican,2017,Hillary Clinton,116454.0,Other,38767.0,Donald J. Trump,163387.0,AK,318608.0
State,Alaska,Donald J. Trump,Republican,2018,Hillary Clinton,116454.0,Other,38767.0,Donald J. Trump,163387.0,AK,318608.0
State,Alaska,Donald J. Trump,Republican,2019,Hillary Clinton,116454.0,Other,38767.0,Donald J. Trump,163387.0,AK,318608.0
State,Arizona,Gerald Ford,Republican,1976,Jimmy Carter,295602.0,Other,28475.0,Gerald Ford,418642.0,AZ,742719.0
State,Arizona,Gerald Ford,Republican,1977,Jimmy Carter,295602.0,Other,28475.0,Gerald Ford,418642.0,AZ,742719.0
State,Arizona,Gerald Ford,Republican,1978,Jimmy Carter,295602.0,Other,28475.0,Gerald Ford,418642.0,AZ,742719.0
State,Arizona,Gerald Ford,Republican,1979,Jimmy Carter,295602.0,Other,28475.0,Gerald Ford,418642.0,AZ,742719.0
State,Arizona,Ronald Reagan,Republican,1980,Jimmy Carter,246843.0,Other,97414.0,Ronald Reagan,529688.0,AZ,873945.0
State,Arizona,Ronald Reagan,Republican,1981,Jimmy Carter,246843.0,Other,97414.0,Ronald Reagan,529688.0,AZ,873945.0
State,Arizona,Ronald Reagan,Republican,1982,Jimmy Carter,246843.0,Other,97414.0,Ronald Reagan,529688.0,AZ,873945.0
State,Arizona,Ronald Reagan,Republican,1983,Jimmy Carter,246843.0,Other,97414.0,Ronald Reagan,529688.0,AZ,873945.0
State,Arizona,Ronald Reagan,Republican,1984,Walter Mondale,333854.0,Other,10627.0,Ronald Reagan,681416.0,AZ,1025897.0
State,Arizona,Ronald Reagan,Republican,1985,Walter Mondale,333854.0,Other,10627.0,Ronald Reagan,681416.0,AZ,1025897.0
State,Arizona,Ronald Reagan,Republican,1986,Walter Mondale,333854.0,Other,10627.0,Ronald Reagan,681416.0,AZ,1025897.0
State,Arizona,Ronald Reagan,Republican,1987,Walter Mondale,333854.0,Other,10627.0,Ronald Reagan,681416.0,AZ,1025897.0
State,Arizona,George H.W. Bush,Republican,1988,Michael Dukakis,454029.0,Other,15303.0,George H.W. Bush,702541.0,AZ,1171873.0
State,Arizona,George H.W. Bush,Republican,1989,Michael Dukakis,454029.0,Other,15303.0,George H.W. Bush,702541.0,AZ,1171873.0
State,Arizona,George H.W. Bush,Republican,1990,Michael Dukakis,454029.0,Other,15303.0,George H.W. Bush,702541.0,AZ,1171873.0
State,Arizona,George H.W. Bush,Republican,1991,Michael Dukakis,454029.0,Other,15303.0,George H.W. Bush,702541.0,AZ,1171873.0
State,Arizona,George H.W. Bush,Republican,1992,Bill Clinton,543050.0,Other,371839.0,George H.W. Bush,572086.0,AZ,1486975.0
State,Arizona,George H.W. Bush,Republican,1993,Bill Clinton,543050.0,Other,371839.0,George H.W. Bush,572086.0,AZ,1486975.0
State,Arizona,George H.W. Bush,Republican,1994,Bill Clinton,543050.0,Other,371839.0,George H.W. Bush,572086.0,AZ,1486975.0
State,Arizona,George H.W. Bush,Republican,1995,Bill Clinton,543050.0,Other,371839.0,George H.W. Bush,572086.0,AZ,1486975.0
State,Arizona,Bill Clinton,Democrat,1996,Bill Clinton,653288.0,Other,129044.0,Robert Dole,622073.0,AZ,1404405.0
State,Arizona,Bill Clinton,Democrat,1997,Bill Clinton,653288.0,Other,129044.0,Robert Dole,622073.0,AZ,1404405.0
State,Arizona,Bill Clinton,Democrat,1998,Bill Clinton,653288.0,Other,129044.0,Robert Dole,622073.0,AZ,1404405.0
State,Arizona,Bill Clinton,Democrat,1999,Bill Clinton,653288.0,Other,129044.0,Robert Dole,622073.0,AZ,1404405.0
State,Arizona,George W. Bush,Republican,2000,Al Gore,685341.0,Other,65023.0,George W. Bush,781652.0,AZ,1532016.0
State,Arizona,George W. Bush,Republican,2001,Al Gore,685341.0,Other,65023.0,George W. Bush,781652.0,AZ,1532016.0
State,Arizona,George W. Bush,Republican,2002,Al Gore,685341.0,Other,65023.0,George W. Bush,781652.0,AZ,1532016.0
State,Arizona,George W. Bush,Republican,2003,Al Gore,685341.0,Other,65023.0,George W. Bush,781652.0,AZ,1532016.0
State,Arizona,George W. Bush,Republican,2004,John Kerry,893524.0,Other,14767.0,George W. Bush,1104294.0,AZ,2012585.0
State,Arizona,George W. Bush,Republican,2005,John Kerry,893524.0,Other,14767.0,George W. Bush,1104294.0,AZ,2012585.0
State,Arizona,George W. Bush,Republican,2006,John Kerry,893524.0,Other,14767.0,George W. Bush,1104294.0,AZ,2012585.0
State,Arizona,George W. Bush,Republican,2007,John Kerry,893524.0,Other,14767.0,George W. Bush,1104294.0,AZ,2012585.0
State,Arizona,John McCain,Republican,2008,Barack H. Obama,1034707.0,Other,28657.0,John McCain,1230111.0,AZ,2293475.0
State,Arizona,John McCain,Republican,2009,Barack H. Obama,1034707.0,Other,28657.0,John McCain,1230111.0,AZ,2293475.0
State,Arizona,John McCain,Republican,2010,Barack H. Obama,1034707.0,Other,28657.0,John McCain,1230111.0,AZ,2293475.0
State,Arizona,John McCain,Republican,2011,Barack H. Obama,1034707.0,Other,28657.0,John McCain,1230111.0,AZ,2293475.0
State,Arizona,Mitt Romney,Republican,2012,Barack H. Obama,1025232.0,Other,40368.0,Mitt Romney,1233654.0,AZ,2299254.0
State,Arizona,Mitt Romney,Republican,2013,Barack H. Obama,1025232.0,Other,40368.0,Mitt Romney,1233654.0,AZ,2299254.0
State,Arizona,Mitt Romney,Republican,2014,Barack H. Obama,1025232.0,Other,40368.0,Mitt Romney,1233654.0,AZ,2299254.0
State,Arizona,Mitt Romney,Republican,2015,Barack H. Obama,1025232.0,Other,40368.0,Mitt Romney,1233654.0,AZ,2299254.0
State,Arizona,Donald J. Trump,Republican,2016,Hillary Clinton,1161167.0,Other,159597.0,Donald J. Trump,1252401.0,AZ,2573165.0
State,Arizona,Donald J. Trump,Republican,2017,Hillary Clinton,1161167.0,Other,159597.0,Donald J. Trump,1252401.0,AZ,2573165.0
State,Arizona,Donald J. Trump,Republican,2018,Hillary Clinton,1161167.0,Other,159597.0,Donald J. Trump,1252401.0,AZ,2573165.0
State,Arizona,Donald J. Trump,Republican,2019,Hillary Clinton,1161167.0,Other,159597.0,Donald J. Trump,1252401.0,AZ,2573165.0
State,Arkansas,Jimmy Carter,Democrat,1976,Jimmy Carter,498604.0,Other,1028.0,Gerald Ford,267903.0,AR,767535.0
State,Arkansas,Jimmy Carter,Democrat,1977,Jimmy Carter,498604.0,Other,1028.0,Gerald Ford,267903.0,AR,767535.0
State,Arkansas,Jimmy Carter,Democrat,1978,Jimmy Carter,498604.0,Other,1028.0,Gerald Ford,267903.0,AR,767535.0
State,Arkansas,Jimmy Carter,Democrat,1979,Jimmy Carter,498604.0,Other,1028.0,Gerald Ford,267903.0,AR,767535.0
State,Arkansas,Ronald Reagan,Republican,1980,Jimmy Carter,398041.0,Other,36377.0,Ronald Reagan,403164.0,AR,837582.0
State,Arkansas,Ronald Reagan,Republican,1981,Jimmy Carter,398041.0,Other,36377.0,Ronald Reagan,403164.0,AR,837582.0
State,Arkansas,Ronald Reagan,Republican,1982,Jimmy Carter,398041.0,Other,36377.0,Ronald Reagan,403164.0,AR,837582.0
State,Arkansas,Ronald Reagan,Republican,1983,Jimmy Carter,398041.0,Other,36377.0,Ronald Reagan,403164.0,AR,837582.0
State,Arkansas,Ronald Reagan,Republican,1984,Walter Mondale,338646.0,Other,10986.0,Ronald Reagan,534774.0,AR,884406.0
State,Arkansas,Ronald Reagan,Republican,1985,Walter Mondale,338646.0,Other,10986.0,Ronald Reagan,534774.0,AR,884406.0
State,Arkansas,Ronald Reagan,Republican,1986,Walter Mondale,338646.0,Other,10986.0,Ronald Reagan,534774.0,AR,884406.0
State,Arkansas,Ronald Reagan,Republican,1987,Walter Mondale,338646.0,Other,10986.0,Ronald Reagan,534774.0,AR,884406.0
State,Arkansas,George H.W. Bush,Republican,1988,Michael Dukakis,349237.0,Other,11923.0,George H.W. Bush,466578.0,AR,827738.0
State,Arkansas,George H.W. Bush,Republican,1989,Michael Dukakis,349237.0,Other,11923.0,George H.W. Bush,466578.0,AR,827738.0
State,Arkansas,George H.W. Bush,Republican,1990,Michael Dukakis,349237.0,Other,11923.0,George H.W. Bush,466578.0,AR,827738.0
State,Arkansas,George H.W. Bush,Republican,1991,Michael Dukakis,349237.0,Other,11923.0,George H.W. Bush,466578.0,AR,827738.0
State,Arkansas,Bill Clinton,Democrat,1992,Bill Clinton,505823.0,Other,107506.0,George H.W. Bush,337324.0,AR,950653.0
State,Arkansas,Bill Clinton,Democrat,1993,Bill Clinton,505823.0,Other,107506.0,George H.W. Bush,337324.0,AR,950653.0
State,Arkansas,Bill Clinton,Democrat,1994,Bill Clinton,505823.0,Other,107506.0,George H.W. Bush,337324.0,AR,950653.0
State,Arkansas,Bill Clinton,Democrat,1995,Bill Clinton,505823.0,Other,107506.0,George H.W. Bush,337324.0,AR,950653.0
State,Arkansas,Bill Clinton,Democrat,1996,Bill Clinton,475171.0,Other,83675.0,Robert Dole,325416.0,AR,884262.0
State,Arkansas,Bill Clinton,Democrat,1997,Bill Clinton,475171.0,Other,83675.0,Robert Dole,325416.0,AR,884262.0
State,Arkansas,Bill Clinton,Democrat,1998,Bill Clinton,475171.0,Other,83675.0,Robert Dole,325416.0,AR,884262.0
State,Arkansas,Bill Clinton,Democrat,1999,Bill Clinton,475171.0,Other,83675.0,Robert Dole,325416.0,AR,884262.0
State,Arkansas,George W. Bush,Republican,2000,Al Gore,422768.0,Other,26073.0,George W. Bush,472940.0,AR,921781.0
State,Arkansas,George W. Bush,Republican,2001,Al Gore,422768.0,Other,26073.0,George W. Bush,472940.0,AR,921781.0
State,Arkansas,George W. Bush,Republican,2002,Al Gore,422768.0,Other,26073.0,George W. Bush,472940.0,AR,921781.0
State,Arkansas,George W. Bush,Republican,2003,Al Gore,422768.0,Other,26073.0,George W. Bush,472940.0,AR,921781.0
State,Arkansas,George W. Bush,Republican,2004,John Kerry,469953.0,Other,12094.0,George W. Bush,572898.0,AR,1054945.0
State,Arkansas,George W. Bush,Republican,2005,John Kerry,469953.0,Other,12094.0,George W. Bush,572898.0,AR,1054945.0
State,Arkansas,George W. Bush,Republican,2006,John Kerry,469953.0,Other,12094.0,George W. Bush,572898.0,AR,1054945.0
State,Arkansas,George W. Bush,Republican,2007,John Kerry,469953.0,Other,12094.0,George W. Bush,572898.0,AR,1054945.0
State,Arkansas,John McCain,Republican,2008,Barack H. Obama,422310.0,Other,26290.0,John McCain,638017.0,AR,1086617.0
State,Arkansas,John McCain,Republican,2009,Barack H. Obama,422310.0,Other,26290.0,John McCain,638017.0,AR,1086617.0
State,Arkansas,John McCain,Republican,2010,Barack H. Obama,422310.0,Other,26290.0,John McCain,638017.0,AR,1086617.0
State,Arkansas,John McCain,Republican,2011,Barack H. Obama,422310.0,Other,26290.0,John McCain,638017.0,AR,1086617.0
State,Arkansas,Mitt Romney,Republican,2012,Barack H. Obama,394409.0,Other,27315.0,Mitt Romney,647744.0,AR,1069468.0
State,Arkansas,Mitt Romney,Republican,2013,Barack H. Obama,394409.0,Other,27315.0,Mitt Romney,647744.0,AR,1069468.0
State,Arkansas,Mitt Romney,Republican,2014,Barack H. Obama,394409.0,Other,27315.0,Mitt Romney,647744.0,AR,1069468.0
State,Arkansas,Mitt Romney,Republican,2015,Barack H. Obama,394409.0,Other,27315.0,Mitt Romney,647744.0,AR,1069468.0
State,Arkansas,Donald J. Trump,Republican,2016,Hillary Clinton,380494.0,Other,65269.0,Donald J. Trump,684872.0,AR,1130635.0
State,Arkansas,Donald J. Trump,Republican,2017,Hillary Clinton,380494.0,Other,65269.0,Donald J. Trump,684872.0,AR,1130635.0
State,Arkansas,Donald J. Trump,Republican,2018,Hillary Clinton,380494.0,Other,65269.0,Donald J. Trump,684872.0,AR,1130635.0
State,Arkansas,Donald J. Trump,Republican,2019,Hillary Clinton,380494.0,Other,65269.0,Donald J. Trump,684872.0,AR,1130635.0
State,California,Gerald Ford,Republican,1976,Jimmy Carter,3742284.0,Other,179242.0,Gerald Ford,3882244.0,CA,7803770.0
State,California,Gerald Ford,Republican,1977,Jimmy Carter,3742284.0,Other,179242.0,Gerald Ford,3882244.0,CA,7803770.0
State,California,Gerald Ford,Republican,1978,Jimmy Carter,3742284.0,Other,179242.0,Gerald Ford,3882244.0,CA,7803770.0
State,California,Gerald Ford,Republican,1979,Jimmy Carter,3742284.0,Other,179242.0,Gerald Ford,3882244.0,CA,7803770.0
State,California,Ronald Reagan,Republican,1980,Jimmy Carter,3082943.0,Other,977001.0,Ronald Reagan,4522994.0,CA,8582938.0
State,California,Ronald Reagan,Republican,1981,Jimmy Carter,3082943.0,Other,977001.0,Ronald Reagan,4522994.0,CA,8582938.0
State,California,Ronald Reagan,Republican,1982,Jimmy Carter,3082943.0,Other,977001.0,Ronald Reagan,4522994.0,CA,8582938.0
State,California,Ronald Reagan,Republican,1983,Jimmy Carter,3082943.0,Other,977001.0,Ronald Reagan,4522994.0,CA,8582938.0
State,California,Ronald Reagan,Republican,1984,Walter Mondale,3922519.0,Other,115513.0,Ronald Reagan,5467009.0,CA,9505041.0
State,California,Ronald Reagan,Republican,1985,Walter Mondale,3922519.0,Other,115513.0,Ronald Reagan,5467009.0,CA,9505041.0
State,California,Ronald Reagan,Republican,1986,Walter Mondale,3922519.0,Other,115513.0,Ronald Reagan,5467009.0,CA,9505041.0
State,California,Ronald Reagan,Republican,1987,Walter Mondale,3922519.0,Other,115513.0,Ronald Reagan,5467009.0,CA,9505041.0
State,California,George H.W. Bush,Republican,1988,Michael Dukakis,4702233.0,Other,129915.0,George H.W. Bush,5054917.0,CA,9887065.0
State,California,George H.W. Bush,Republican,1989,Michael Dukakis,4702233.0,Other,129915.0,George H.W. Bush,5054917.0,CA,9887065.0
State,California,George H.W. Bush,Republican,1990,Michael Dukakis,4702233.0,Other,129915.0,George H.W. Bush,5054917.0,CA,9887065.0
State,California,George H.W. Bush,Republican,1991,Michael Dukakis,4702233.0,Other,129915.0,George H.W. Bush,5054917.0,CA,9887065.0
State,California,Bill Clinton,Democrat,1992,Bill Clinton,5121325.0,Other,2379822.0,George H.W. Bush,3630574.0,CA,11131721.0
State,California,Bill Clinton,Democrat,1993,Bill Clinton,5121325.0,Other,2379822.0,George H.W. Bush,3630574.0,CA,11131721.0
State,California,Bill Clinton,Democrat,1994,Bill Clinton,5121325.0,Other,2379822.0,George H.W. Bush,3630574.0,CA,11131721.0
State,California,Bill Clinton,Democrat,1995,Bill Clinton,5121325.0,Other,2379822.0,George H.W. Bush,3630574.0,CA,11131721.0
State,California,Bill Clinton,Democrat,1996,Bill Clinton,5119835.0,Other,1071253.0,Robert Dole,3828381.0,CA,10019469.0
State,California,Bill Clinton,Democrat,1997,Bill Clinton,5119835.0,Other,1071253.0,Robert Dole,3828381.0,CA,10019469.0
State,California,Bill Clinton,Democrat,1998,Bill Clinton,5119835.0,Other,1071253.0,Robert Dole,3828381.0,CA,10019469.0
State,California,Bill Clinton,Democrat,1999,Bill Clinton,5119835.0,Other,1071253.0,Robert Dole,3828381.0,CA,10019469.0
State,California,Al Gore,Democrat,2000,Al Gore,5861203.0,Other,537190.0,George W. Bush,4567429.0,CA,10965822.0
State,California,Al Gore,Democrat,2001,Al Gore,5861203.0,Other,537190.0,George W. Bush,4567429.0,CA,10965822.0
State,California,Al Gore,Democrat,2002,Al Gore,5861203.0,Other,537190.0,George W. Bush,4567429.0,CA,10965822.0
State,California,Al Gore,Democrat,2003,Al Gore,5861203.0,Other,537190.0,George W. Bush,4567429.0,CA,10965822.0
State,California,John Kerry,Democrat,2004,John Kerry,6745485.0,Other,166042.0,George W. Bush,5509826.0,CA,12421353.0
State,California,John Kerry,Democrat,2005,John Kerry,6745485.0,Other,166042.0,George W. Bush,5509826.0,CA,12421353.0
State,California,John Kerry,Democrat,2006,John Kerry,6745485.0,Other,166042.0,George W. Bush,5509826.0,CA,12421353.0
State,California,John Kerry,Democrat,2007,John Kerry,6745485.0,Other,166042.0,George W. Bush,5509826.0,CA,12421353.0
State,California,Barack H. Obama,Democrat,2008,Barack H. Obama,8274473.0,Other,275646.0,John McCain,5011781.0,CA,13561900.0
State,California,Barack H. Obama,Democrat,2009,Barack H. Obama,8274473.0,Other,275646.0,John McCain,5011781.0,CA,13561900.0
State,California,Barack H. Obama,Democrat,2010,Barack H. Obama,8274473.0,Other,275646.0,John McCain,5011781.0,CA,13561900.0
State,California,Barack H. Obama,Democrat,2011,Barack H. Obama,8274473.0,Other,275646.0,John McCain,5011781.0,CA,13561900.0
State,California,Barack H. Obama,Democrat,2012,Barack H. Obama,7854285.0,Other,344304.0,Mitt Romney,4839958.0,CA,13038547.0
