National v State,State,Year,Personal Federal Taxes,Personal Current Taxes,Disposable Personal Income,Disposable Personal Income (Per Capita),Personal Income (Per Capita),Personal income (thousands of dollars),Population,  Subsidies (millions of dollars),Taxes on Production and Imports (M),Chain-type Quantity Indexes for Real GDP,Compensation (M),Current-dollar GDP (M),Gross Operating Surplus (M),Real GDP (M chained 2012 dollars),Taxes on Production and Imports less Subsides (M),Winner_Candidate,Winner_Party,dem_candidate,dem_votes,other_candidate,other_votes,rep_candidate,rep_votes,state_po,totalvotes
State,Kentucky,1999,8304079.0,11837768.0,81603493.0,20309.0,23255.0,93441261.0,4018053.0,-374.0,8327.1,88.398,62758.3,114994.2,44282.7,155866.0,7953.2,Bill Clinton,Democrat,Bill Clinton,636614.0,Other,128811.0,Robert Dole,623283.0,KY,1388708.0
State,Kentucky,2000,8822982.0,12455141.0,88341383.0,21818.0,24894.0,100796524.0,4049021.0,-550.9,9082.8,86.111,66433.7,114099.1,39133.5,151833.8,8531.8,George W. Bush,Republican,Al Gore,638923.0,Other,32663.0,George W. Bush,872520.0,KY,1544106.0
State,Kentucky,2001,9229703.0,12956837.0,91224701.0,22424.0,25609.0,104181538.0,4068132.0,-472.6,9170.0,86.074,68971.3,117335.8,39667.2,151767.5,8697.4,George W. Bush,Republican,Al Gore,638923.0,Other,32663.0,George W. Bush,872520.0,KY,1544106.0
State,Kentucky,2002,7784328.0,11567079.0,95003401.0,23229.0,26057.0,106570480.0,4089875.0,-311.0,9427.2,88.288,70906.7,122215.8,42193.0,155672.9,9116.1,George W. Bush,Republican,Al Gore,638923.0,Other,32663.0,George W. Bush,872520.0,KY,1544106.0
State,Kentucky,2003,7268970.0,11209294.0,98407980.0,23902.0,26624.0,109617274.0,4117170.0,-363.9,9244.8,90.402,73727.3,127174.2,44566.0,159399.5,8880.9,George W. Bush,Republican,Al Gore,638923.0,Other,32663.0,George W. Bush,872520.0,KY,1544106.0
State,Kentucky,2004,7263741.0,11237292.0,104809389.0,25279.0,27989.0,116046681.0,4146101.0,-372.4,9858.6,92.669,77558.3,134190.8,47146.3,163397.6,9486.2,George W. Bush,Republican,John Kerry,712733.0,Other,13710.0,George W. Bush,1069439.0,KY,1795882.0
State,Kentucky,2005,8241175.0,12522961.0,109234867.0,26116.0,29110.0,121757828.0,4182742.0,-989.5,10982.1,95.756,81538.3,142708.0,51177.1,168840.3,9992.6,George W. Bush,Republican,John Kerry,712733.0,Other,13710.0,George W. Bush,1069439.0,KY,1795882.0
State,Kentucky,2006,9104412.0,13332193.0,115535233.0,27383.0,30543.0,128867426.0,4219239.0,-680.0,11323.8,98.40299999999999,84967.7,151185.8,55574.2,173508.0,10643.8,George W. Bush,Republican,John Kerry,712733.0,Other,13710.0,George W. Bush,1069439.0,KY,1795882.0
State,Kentucky,2007,10058729.0,14550211.0,120025594.0,28197.0,31615.0,134575805.0,4256672.0,-608.3,11210.0,97.463,88857.5,154542.4,55083.2,171850.3,10601.7,George W. Bush,Republican,John Kerry,712733.0,Other,13710.0,George W. Bush,1069439.0,KY,1795882.0
State,Kentucky,2008,10181877.0,15106300.0,125417087.0,29236.0,32757.0,140523387.0,4289878.0,-606.2,11654.6,97.686,91397.9,158209.2,55762.9,172242.2,11048.3,John McCain,Republican,Barack H. Obama,751985.0,Other,26173.0,John McCain,1048462.0,KY,1826620.0
State,Kentucky,2009,7752317.0,12249976.0,126573422.0,29319.0,32157.0,138823398.0,4317074.0,-667.4,11396.0,93.749,88539.0,156038.5,56770.9,165300.6,10728.6,John McCain,Republican,Barack H. Obama,751985.0,Other,26173.0,John McCain,1048462.0,KY,1826620.0
State,Kentucky,2010,8398202.0,12958174.0,131145156.0,30161.0,33141.0,144103330.0,4348181.0,-621.1,12175.2,97.699,91544.7,164820.3,61721.6,172266.7,11554.0,John McCain,Republican,Barack H. Obama,751985.0,Other,26173.0,John McCain,1048462.0,KY,1826620.0
State,Kentucky,2011,9848323.0,14717191.0,136582662.0,31256.0,34624.0,151299853.0,4369821.0,-683.7,12627.8,98.79700000000001,94536.2,170004.7,63524.3,174202.7,11944.1,John McCain,Republican,Barack H. Obama,751985.0,Other,26173.0,John McCain,1048462.0,KY,1826620.0
State,Kentucky,2012,9822732.0,14829057.0,141998539.0,32373.0,35754.0,156827596.0,4386346.0,-679.9,13201.7,100.0,97929.8,176323.1,65871.4,176323.1,12521.8,Mitt Romney,Republican,Barack H. Obama,679370.0,Other,30652.0,Mitt Romney,1087190.0,KY,1797212.0
State,Kentucky,2013,10762264.0,16027079.0,142191337.0,32282.0,35921.0,158218416.0,4404659.0,-681.6,13489.6,101.801,98974.1,182470.7,70688.6,179499.1,12808.0,Mitt Romney,Republican,Barack H. Obama,679370.0,Other,30652.0,Mitt Romney,1087190.0,KY,1797212.0
State,Kentucky,2014,11455418.0,16913238.0,149001458.0,33754.0,37585.0,165914696.0,4414349.0,-616.4,13886.4,102.022,102252.8,186419.0,70896.2,179888.5,13270.0,Mitt Romney,Republican,Barack H. Obama,679370.0,Other,30652.0,Mitt Romney,1087190.0,KY,1797212.0
State,Kentucky,2015,12655477.0,18462287.0,155033494.0,35028.0,39199.0,173495781.0,4425976.0,-495.1,14024.9,103.49600000000001,107212.5,192819.3,72077.0,182487.9,13529.8,Mitt Romney,Republican,Barack H. Obama,679370.0,Other,30652.0,Mitt Romney,1087190.0,KY,1797212.0
State,Kentucky,2016,13043434.0,18967881.0,157467198.0,35480.0,39754.0,176435079.0,4438182.0,-525.0,14248.7,104.045,109272.2,195840.2,72844.4,183454.9,13723.6,Donald J. Trump,Republican,Hillary Clinton,628854.0,Other,92324.0,Donald J. Trump,1202971.0,KY,1924149.0
State,Kentucky,2017,12861719.0,18987130.0,163128875.0,36640.0,40904.0,182116005.0,4452268.0,-537.9,14700.3,104.695,112327.9,200345.5,73855.2,184600.8,14162.4,Donald J. Trump,Republican,Hillary Clinton,628854.0,Other,92324.0,Donald J. Trump,1202971.0,KY,1924149.0
State,Kentucky,2018,12839594.0,19208913.0,169667899.0,38032.0,42338.0,188876812.0,4461153.0,-532.2,15423.3,106.34299999999999,116399.9,207849.4,76558.4,187507.4,14891.2,Donald J. Trump,Republican,Hillary Clinton,628854.0,Other,92324.0,Donald J. Trump,1202971.0,KY,1924149.0
State,Kentucky,2019,13469329.0,20062546.0,175486205.0,39279.0,43770.0,195548751.0,4467673.0,-722.5,16252.2,108.21700000000001,120751.8,215398.9,79117.4,190811.5,15529.7,Donald J. Trump,Republican,Hillary Clinton,628854.0,Other,92324.0,Donald J. Trump,1202971.0,KY,1924149.0
State,Louisiana,1997,8712788.0,10326839.0,84073762.0,19017.0,21352.0,94400601.0,4421071.0,-386.1,8973.9,86.37200000000001,60384.9,116426.3,47453.6,201663.3,8587.8,Bill Clinton,Democrat,Bill Clinton,927837.0,Other,143536.0,Robert Dole,712586.0,LA,1783959.0
State,Louisiana,1998,9103308.0,10703354.0,88240639.0,19872.0,22283.0,98943993.0,4440344.0,-454.8,9401.1,89.289,64270.0,120338.4,47122.1,208471.9,8946.3,Bill Clinton,Democrat,Bill Clinton,927837.0,Other,143536.0,Robert Dole,712586.0,LA,1783959.0
State,Louisiana,1999,8955614.0,10634735.0,90762406.0,20347.0,22731.0,101397141.0,4460811.0,-606.2,9834.5,91.11200000000001,65595.6,125894.7,51070.7,212728.9,9228.4,Bill Clinton,Democrat,Bill Clinton,927837.0,Other,143536.0,Robert Dole,712586.0,LA,1783959.0
State,Louisiana,2000,9475688.0,11247646.0,95824848.0,21428.0,23943.0,107072494.0,4471885.0,-644.8,10230.6,88.428,68244.4,132709.5,54879.3,206462.5,9585.8,George W. Bush,Republican,Al Gore,792344.0,Other,45441.0,George W. Bush,927871.0,LA,1765656.0
State,Louisiana,2001,10097072.0,12074570.0,102384436.0,22865.0,25561.0,114459006.0,4477875.0,-706.5,10856.9,89.507,72116.3,137847.7,55580.9,208982.4,10150.4,George W. Bush,Republican,Al Gore,792344.0,Other,45441.0,George W. Bush,927871.0,LA,1765656.0
State,Louisiana,2002,8595885.0,10582512.0,107115949.0,23818.0,26171.0,117698461.0,4497267.0,-536.3,11140.3,91.279,74690.6,139566.7,54272.0,213120.2,10604.0,George W. Bush,Republican,Al Gore,792344.0,Other,45441.0,George W. Bush,927871.0,LA,1765656.0
State,Louisiana,2003,7798480.0,9808645.0,111323316.0,24623.0,26793.0,121131961.0,4521042.0,-702.1,11402.4,94.781,77669.3,154449.3,66079.7,221295.9,10700.3,George W. Bush,Republican,Al Gore,792344.0,Other,45441.0,George W. Bush,927871.0,LA,1765656.0
State,Louisiana,2004,7395093.0,9778506.0,116517102.0,25596.0,27744.0,126295608.0,4552238.0,-556.8,11895.4,99.14299999999999,81364.7,169836.2,77132.9,231479.8,11338.6,George W. Bush,Republican,John Kerry,820299.0,Other,20638.0,George W. Bush,1102169.0,LA,1943106.0
State,Louisiana,2005,8469836.0,10814203.0,125107120.0,27336.0,29699.0,135921323.0,4576628.0,-639.6,12846.2,105.245,84468.3,197783.5,101108.6,245727.5,12206.6,George W. Bush,Republican,John Kerry,820299.0,Other,20638.0,George W. Bush,1102169.0,LA,1943106.0
State,Louisiana,2006,10527028.0,13155660.0,130487675.0,30327.0,33385.0,143643335.0,4302665.0,-644.7,14186.2,104.23899999999999,89793.9,205888.0,102552.6,243378.5,13541.6,George W. Bush,Republican,John Kerry,820299.0,Other,20638.0,George W. Bush,1102169.0,LA,1943106.0
State,Louisiana,2007,12327762.0,15718472.0,141655826.0,32374.0,35966.0,157374298.0,4375581.0,-2099.2,15230.1,100.446,96452.8,206602.3,97018.6,234521.9,13130.9,George W. Bush,Republican,John Kerry,820299.0,Other,20638.0,George W. Bush,1102169.0,LA,1943106.0
State,Louisiana,2008,14088565.0,17250176.0,150819811.0,34002.0,37891.0,168069987.0,4435586.0,-1536.2,15063.1,100.851,102562.4,215289.0,99199.8,235468.2,13526.9,John McCain,Republican,Barack H. Obama,782989.0,Other,29497.0,John McCain,1148275.0,LA,1960761.0
State,Louisiana,2009,10211704.0,13188408.0,150563228.0,33521.0,36457.0,163751636.0,4491648.0,-1062.5,13921.4,102.33,101700.0,207119.8,92561.0,238921.7,12858.9,John McCain,Republican,Barack H. Obama,782989.0,Other,29497.0,John McCain,1148275.0,LA,1960761.0
State,Louisiana,2010,11005120.0,13391250.0,157706961.0,34703.0,37649.0,171098211.0,4544532.0,-846.3,14381.3,106.15700000000001,104420.2,226161.8,108206.6,247856.5,13535.0,John McCain,Republican,Barack H. Obama,782989.0,Other,29497.0,John McCain,1148275.0,LA,1960761.0
State,Louisiana,2011,12246223.0,14776201.0,162328908.0,35477.0,38706.0,177105109.0,4575625.0,-811.9,15196.6,100.351,106156.3,229215.1,108674.0,234299.7,14384.7,John McCain,Republican,Barack H. Obama,782989.0,Other,29497.0,John McCain,1148275.0,LA,1960761.0
State,Louisiana,2012,13789165.0,16423154.0,170166203.0,36985.0,40554.0,186589357.0,4600972.0,-790.6,15447.2,100.0,109777.0,233481.2,109047.7,233481.2,14656.5,Mitt Romney,Republican,Barack H. Obama,809141.0,Other,32662.0,Mitt Romney,1152262.0,LA,1994065.0
State,Louisiana,2013,14979303.0,17846289.0,171350832.0,37053.0,40912.0,189197121.0,4624527.0,-743.7,16004.2,96.944,112982.4,228688.3,100445.4,226345.4,15260.5,Mitt Romney,Republican,Barack H. Obama,809141.0,Other,32662.0,Mitt Romney,1152262.0,LA,1994065.0
State,Louisiana,2014,15810470.0,18732950.0,179500989.0,38652.0,42686.0,198233939.0,4644013.0,-620.2,16360.0,99.685,118219.3,237717.1,103757.9,232746.2,15739.8,Mitt Romney,Republican,Barack H. Obama,809141.0,Other,32662.0,Mitt Romney,1152262.0,LA,1994065.0
State,Louisiana,2015,15285157.0,18347889.0,181762364.0,38966.0,42900.0,200110253.0,4664628.0,-588.0,16221.8,98.695,120102.2,231751.8,96015.9,230434.0,15633.8,Mitt Romney,Republican,Barack H. Obama,809141.0,Other,32662.0,Mitt Romney,1152262.0,LA,1994065.0
State,Louisiana,2016,15621338.0,18628442.0,180323518.0,38546.0,42528.0,198951960.0,4678135.0,-699.1,17247.6,96.522,118551.4,223409.5,88309.5,225361.8,16548.6,Donald J. Trump,Republican,Hillary Clinton,780154.0,Other,70240.0,Donald J. Trump,1178638.0,LA,2029032.0
State,Louisiana,2017,15092209.0,18214200.0,186973841.0,40032.0,43932.0,205188041.0,4670560.0,-651.3,18368.1,98.00299999999999,121288.7,235712.2,96706.6,228819.3,17716.8,Donald J. Trump,Republican,Hillary Clinton,780154.0,Other,70240.0,Donald J. Trump,1178638.0,LA,2029032.0
State,Louisiana,2018,15063749.0,18660173.0,196648498.0,42202.0,46207.0,215308671.0,4659690.0,-652.2,19045.0,100.66,126503.3,253236.1,108340.0,235021.9,18392.8,Donald J. Trump,Republican,Hillary Clinton,780154.0,Other,70240.0,Donald J. Trump,1178638.0,LA,2029032.0
State,Louisiana,2019,15604066.0,19591003.0,201038677.0,43245.0,47460.0,220629680.0,4648794.0,-797.5,20764.1,102.77799999999999,128837.8,256918.5,108114.0,239967.2,19966.6,Donald J. Trump,Republican,Hillary Clinton,780154.0,Other,70240.0,Donald J. Trump,1178638.0,LA,2029032.0
State,Maine,1997,2478778.0,3377985.0,25791537.0,20555.0,23247.0,29169522.0,1254774.0,-72.6,2997.8,81.38600000000001,17694.3,30623.5,10003.9,43026.1,2925.2,Bill Clinton,Democrat,Bill Clinton,312788.0,Other,106731.0,Robert Dole,186378.0,ME,605897.0
State,Maine,1998,2753519.0,3828503.0,27389907.0,21753.0,24794.0,31218410.0,1259127.0,-70.1,3221.6,83.652,18796.1,32159.3,10211.8,44223.8,3151.5,Bill Clinton,Democrat,Bill Clinton,312788.0,Other,106731.0,Robert Dole,186378.0,ME,605897.0
State,Maine,1999,2897652.0,4000778.0,28799957.0,22734.0,25892.0,32800735.0,1266808.0,-74.8,3140.0,87.749,20064.5,34379.1,11249.3,46390.2,3065.2,Bill Clinton,Democrat,Bill Clinton,312788.0,Other,106731.0,Robert Dole,186378.0,ME,605897.0
State,Maine,2000,3245699.0,4451169.0,30775104.0,24098.0,27584.0,35226273.0,1277072.0,-77.8,3308.1,91.787,21369.3,36840.9,12241.3,48524.6,3230.3,Al Gore,Democrat,Al Gore,319951.0,Other,45250.0,George W. Bush,286616.0,ME,651817.0
State,Maine,2001,3270748.0,4562974.0,32574574.0,25336.0,28885.0,37137548.0,1285692.0,-78.0,3460.0,93.478,22593.0,38499.2,12524.2,49418.4,3382.0,Al Gore,Democrat,Al Gore,319951.0,Other,45250.0,George W. Bush,286616.0,ME,651817.0
State,Maine,2002,2801787.0,4015596.0,34398539.0,26543.0,29641.0,38414135.0,1295960.0,-95.6,3685.7,95.781,23480.0,40185.5,13115.4,50636.0,3590.0,Al Gore,Democrat,Al Gore,319951.0,Other,45250.0,George W. Bush,286616.0,ME,651817.0
State,Maine,2003,2611413.0,3826201.0,36463052.0,27909.0,30837.0,40289253.0,1306513.0,-109.2,3934.4,97.85700000000001,24462.8,41842.2,13554.3,51733.5,3825.1,Al Gore,Democrat,Al Gore,319951.0,Other,45250.0,George W. Bush,286616.0,ME,651817.0
State,Maine,2004,2620978.0,3938632.0,38435292.0,29258.0,32256.0,42373924.0,1313688.0,-116.2,4111.6,101.25399999999999,25796.4,44525.7,14733.9,53529.4,3995.4,John Kerry,Democrat,John Kerry,396842.0,Other,13709.0,George W. Bush,330201.0,ME,740752.0
State,Maine,2005,2919467.0,4381176.0,39067349.0,29624.0,32946.0,43448525.0,1318787.0,-139.1,4301.2,101.4,26301.2,45869.8,15406.5,53606.5,4162.1,John Kerry,Democrat,John Kerry,396842.0,Other,13709.0,George W. Bush,330201.0,ME,740752.0
State,Maine,2006,3218918.0,4729450.0,40954073.0,30941.0,34514.0,45683523.0,1323619.0,-135.1,4540.8,102.67200000000001,27779.6,47929.5,15744.2,54279.0,4405.7,John Kerry,Democrat,John Kerry,396842.0,Other,13709.0,George W. Bush,330201.0,ME,740752.0
State,Maine,2007,3485671.0,5044827.0,42311835.0,31884.0,35686.0,47356662.0,1327040.0,-148.8,4320.2,102.176,28867.9,49163.3,16124.1,54017.1,4171.3,John Kerry,Democrat,John Kerry,396842.0,Other,13709.0,George W. Bush,330201.0,ME,740752.0
State,Maine,2008,3465934.0,5172413.0,44128235.0,33166.0,37054.0,49300648.0,1330509.0,-134.3,4374.3,102.00399999999999,29678.5,49978.5,16060.0,53925.8,4240.0,Barack H. Obama,Democrat,Barack H. Obama,421923.0,Other,13967.0,John McCain,295273.0,ME,731163.0
State,Maine,2009,2691683.0,4242447.0,45025107.0,33864.0,37055.0,49267554.0,1329590.0,-171.6,4283.3,100.395,28902.7,50567.9,17553.5,53075.6,4111.7,Barack H. Obama,Democrat,Barack H. Obama,421923.0,Other,13967.0,John McCain,295273.0,ME,731163.0
State,Maine,2010,2882823.0,4360181.0,45970296.0,34626.0,37910.0,50330477.0,1327629.0,-187.4,4541.5,101.74700000000001,29226.8,51724.3,18143.4,53790.1,4354.1,Barack H. Obama,Democrat,Barack H. Obama,421923.0,Other,13967.0,John McCain,295273.0,ME,731163.0
State,Maine,2011,3423560.0,4996217.0,47428208.0,35706.0,39468.0,52424425.0,1328284.0,-195.6,4586.9,100.419,29665.3,51867.1,17810.4,53088.2,4391.3,Barack H. Obama,Democrat,Barack H. Obama,421923.0,Other,13967.0,John McCain,295273.0,ME,731163.0
State,Maine,2012,3432452.0,5029464.0,48460558.0,36499.0,40287.0,53490022.0,1327729.0,-185.7,4734.4,100.0,30372.2,52866.6,17945.7,52866.6,4548.7,Barack H. Obama,Democrat,Barack H. Obama,401306.0,Other,31176.0,Mitt Romney,292276.0,ME,724758.0
State,Maine,2013,3770426.0,5417148.0,47929200.0,36091.0,40170.0,53346348.0,1328009.0,-185.0,4863.1,99.22399999999999,31130.0,53670.7,17862.6,52456.3,4678.1,Barack H. Obama,Democrat,Barack H. Obama,401306.0,Other,31176.0,Mitt Romney,292276.0,ME,724758.0
State,Maine,2014,3927133.0,5547689.0,50102271.0,37656.0,41826.0,55649960.0,1330513.0,-180.0,5205.0,101.094,32193.8,55826.7,18607.9,53445.1,5025.0,Barack H. Obama,Democrat,Barack H. Obama,401306.0,Other,31176.0,Mitt Romney,292276.0,ME,724758.0
State,Maine,2015,4322262.0,6057330.0,51884446.0,39062.0,43622.0,57941776.0,1328262.0,-162.1,5425.5,101.916,33491.4,57559.8,18805.0,53879.3,5263.4,Barack H. Obama,Democrat,Barack H. Obama,401306.0,Other,31176.0,Mitt Romney,292276.0,ME,724758.0
State,Maine,2016,4702659.0,6422852.0,53262541.0,40007.0,44832.0,59685393.0,1331317.0,-170.1,5584.4,104.20200000000001,34501.9,59754.2,19838.1,55088.1,5414.3,Hillary Clinton,Democrat,Hillary Clinton,357735.0,Other,78564.0,Donald J. Trump,335593.0,ME,771892.0
State,Maine,2017,4669931.0,6391737.0,55754085.0,41776.0,46565.0,62145822.0,1334612.0,-162.0,5688.4,105.86,35801.5,61671.5,20343.6,55964.7,5526.4,Hillary Clinton,Democrat,Hillary Clinton,357735.0,Other,78564.0,Donald J. Trump,335593.0,ME,771892.0
State,Maine,2018,4670325.0,6505859.0,58829346.0,43933.0,48792.0,65335205.0,1339057.0,-169.0,5960.6,108.391,37503.6,64557.0,21261.9,57302.7,5791.6,Hillary Clinton,Democrat,Hillary Clinton,357735.0,Other,78564.0,Donald J. Trump,335593.0,ME,771892.0
State,Maine,2019,4952677.0,6890508.0,61171872.0,45508.0,50634.0,68062380.0,1344212.0,-171.6,6123.1,111.211,39335.6,67717.1,22430.0,58793.3,5951.4,Hillary Clinton,Democrat,Hillary Clinton,357735.0,Other,78564.0,Donald J. Trump,335593.0,ME,771892.0
State,Maryland,1997,17247454.0,23698138.0,128093319.0,24837.0,29432.0,151791457.0,5157328.0,-609.8,10186.4,66.10600000000001,92546.3,159331.2,57208.3,221160.3,9576.6,Bill Clinton,Democrat,Bill Clinton,966207.0,Other,133133.0,Robert Dole,681530.0,MD,1780870.0
State,Maryland,1998,17885419.0,24594567.0,139273409.0,26760.0,31486.0,163867976.0,5204464.0,-570.4,10785.9,69.28399999999999,99146.0,169965.4,60603.8,231791.8,10215.6,Bill Clinton,Democrat,Bill Clinton,966207.0,Other,133133.0,Robert Dole,681530.0,MD,1780870.0
State,Maryland,1999,19137447.0,26259703.0,147788317.0,28126.0,33124.0,174048020.0,5254509.0,-609.7,11101.8,71.997,105866.0,180191.2,63833.0,240870.4,10492.2,Bill Clinton,Democrat,Bill Clinton,966207.0,Other,133133.0,Robert Dole,681530.0,MD,1780870.0
State,Maryland,2000,21460440.0,29002997.0,160502375.0,30221.0,35681.0,189505372.0,5311034.0,-629.3,12281.6,74.98100000000001,114236.6,192019.8,66130.9,250851.4,11652.3,Al Gore,Democrat,Al Gore,1144008.0,Other,67377.0,George W. Bush,813827.0,MD,2025212.0
State,Maryland,2001,22253297.0,30221169.0,169485652.0,31534.0,37157.0,199706821.0,5374691.0,-686.3,13054.1,77.986,120944.8,205567.2,72254.6,260906.1,12367.8,Al Gore,Democrat,Al Gore,1144008.0,Other,67377.0,George W. Bush,813827.0,MD,2025212.0
State,Maryland,2002,19429192.0,27415085.0,180244047.0,33131.0,38170.0,207659132.0,5440389.0,-672.2,13663.7,80.973,127033.6,218326.8,78301.7,270898.8,12991.5,Al Gore,Democrat,Al Gore,1144008.0,Other,67377.0,George W. Bush,813827.0,MD,2025212.0
State,Maryland,2003,18579279.0,26908897.0,190326104.0,34628.0,39524.0,217235001.0,5496269.0,-798.8,14373.6,83.09,133012.7,228734.3,82146.8,277982.6,13574.9,Al Gore,Democrat,Al Gore,1144008.0,Other,67377.0,George W. Bush,813827.0,MD,2025212.0
State,Maryland,2004,19350043.0,28357008.0,203851355.0,36750.0,41862.0,232208363.0,5546935.0,-829.0,15321.2,87.279,141449.6,246682.0,90740.1,291995.5,14492.2,John Kerry,Democrat, Other,7.0,Other,25035.0,George W. Bush,1024703.0,MD,2384238.0
State,Maryland,2004,19350043.0,28357008.0,203851355.0,36750.0,41862.0,232208363.0,5546935.0,-829.0,15321.2,87.279,141449.6,246682.0,90740.1,291995.5,14492.2,John Kerry,Democrat,John Kerry,1334493.0,Other,25035.0,George W. Bush,1024703.0,MD,2384238.0
State,Maryland,2005,21845116.0,31906725.0,213267482.0,38135.0,43841.0,245174207.0,5592379.0,-994.9,17725.1,91.50200000000001,149594.1,266065.2,99741.0,306126.0,16730.2,John Kerry,Democrat,John Kerry,1334493.0,Other,25035.0,George W. Bush,1024703.0,MD,2384238.0
State,Maryland,2006,24144286.0,34843240.0,223630253.0,39740.0,45932.0,258473493.0,5627367.0,-942.9,18429.3,93.141,157229.9,279423.6,104707.3,311609.6,17486.4,John Kerry,Democrat,John Kerry,1334493.0,Other,25035.0,George W. Bush,1024703.0,MD,2384238.0
State,Maryland,2007,26471006.0,38058777.0,230962118.0,40854.0,47586.0,269020895.0,5653408.0,-1029.7,18576.8,93.244,164466.6,287759.7,105746.0,311951.5,17547.0,John Kerry,Democrat,John Kerry,1334493.0,Other,25035.0,George W. Bush,1024703.0,MD,2384238.0
State,Maryland,2008,26286666.0,37710734.0,243287411.0,42795.0,49428.0,280998145.0,5684965.0,-976.4,18234.7,94.37100000000001,168815.4,296325.5,110251.7,315724.0,17258.3,Barack H. Obama,Democrat,Barack H. Obama,1629467.0,Other,42267.0,John McCain,959862.0,MD,2631596.0
State,Maryland,2009,20827862.0,31822618.0,247561566.0,43202.0,48755.0,279384184.0,5730388.0,-1123.8,16908.4,94.07600000000001,169085.4,302388.8,117518.8,314737.4,15784.6,Barack H. Obama,Democrat,Barack H. Obama,1629467.0,Other,42267.0,John McCain,959862.0,MD,2631596.0
State,Maryland,2010,22248879.0,32912671.0,256557244.0,44321.0,50007.0,289469915.0,5788645.0,-1097.0,19204.9,97.76799999999999,173290.2,316316.9,124918.9,327088.7,18107.8,Barack H. Obama,Democrat,Barack H. Obama,1629467.0,Other,42267.0,John McCain,959862.0,MD,2631596.0
State,Maryland,2011,26528527.0,37870268.0,268309303.0,45948.0,52433.0,306179571.0,5839419.0,-1185.1,19449.0,99.823,180282.5,327726.7,129180.3,333963.8,18263.9,Barack H. Obama,Democrat,Barack H. Obama,1629467.0,Other,42267.0,John McCain,959862.0,MD,2631596.0
State,Maryland,2012,26160582.0,38460635.0,276770238.0,47014.0,53547.0,315230873.0,5886992.0,-1159.0,19980.5,100.0,184785.9,334555.5,130948.1,334555.5,18821.5,Barack H. Obama,Democrat,Barack H. Obama,1677844.0,Other,57614.0,Mitt Romney,971869.0,MD,2707327.0
State,Maryland,2013,28527712.0,41424611.0,272842688.0,46063.0,53057.0,314267299.0,5923188.0,-1146.8,20843.2,99.963,187444.4,340706.2,133565.4,334431.0,19696.4,Barack H. Obama,Democrat,Barack H. Obama,1677844.0,Other,57614.0,Mitt Romney,971869.0,MD,2707327.0
State,Maryland,2014,29777549.0,43107400.0,282729595.0,47459.0,54696.0,325836995.0,5957283.0,-1132.9,22559.1,101.625,194072.1,353248.7,137750.3,339991.3,21426.2,Barack H. Obama,Democrat,Barack H. Obama,1677844.0,Other,57614.0,Mitt Romney,971869.0,MD,2707327.0
State,Maryland,2015,32384808.0,46212128.0,295177757.0,49315.0,57036.0,341389885.0,5985562.0,-1100.7,23176.8,104.361,202399.4,370768.3,146292.8,349146.8,22076.1,Barack H. Obama,Democrat,Barack H. Obama,1677844.0,Other,57614.0,Mitt Romney,971869.0,MD,2707327.0
State,Maryland,2016,33424029.0,47669311.0,306591248.0,51070.0,59011.0,354260559.0,6003323.0,-1152.2,23771.6,107.602,208530.4,387620.2,156470.4,359987.5,22619.4,Hillary Clinton,Democrat,Hillary Clinton,1678006.0,Other,160012.0,Donald J. Trump,943428.0,MD,2781446.0
State,Maryland,2017,33358797.0,48357987.0,317639534.0,52730.0,60758.0,365997521.0,6023868.0,-1133.2,24801.3,109.35600000000001,215343.8,399737.6,160725.7,365857.0,23668.2,Hillary Clinton,Democrat,Hillary Clinton,1678006.0,Other,160012.0,Donald J. Trump,943428.0,MD,2781446.0
State,Maryland,2018,33338323.0,49181186.0,329310316.0,54559.0,62708.0,378491502.0,6035802.0,-1139.1,26200.3,110.23899999999999,223255.8,411619.1,163302.1,368810.4,25061.2,Hillary Clinton,Democrat,Hillary Clinton,1678006.0,Other,160012.0,Donald J. Trump,943428.0,MD,2781446.0
State,Maryland,2019,34955729.0,51465549.0,339326943.0,56127.0,64640.0,390792492.0,6045680.0,-1215.0,27710.2,111.802,230761.7,426747.4,169490.6,374039.3,26495.2,Hillary Clinton,Democrat,Hillary Clinton,1678006.0,Other,160012.0,Donald J. Trump,943428.0,MD,2781446.0
State,Massachusetts,1997,23385903.0,31194430.0,162936296.0,26170.0,31180.0,194130726.0,6226058.0,-916.7,12184.8,68.067,135274.1,237050.7,90508.5,302541.7,11268.1,Bill Clinton,Democrat,Bill Clinton,1571509.0,Other,266892.0,Robert Dole,718058.0,MA,2556459.0
State,Massachusetts,1998,26563547.0,35272884.0,171155267.0,27289.0,32914.0,206428151.0,6271838.0,-897.8,12896.7,70.882,146259.9,249235.5,90976.7,315056.7,11999.0,Bill Clinton,Democrat,Bill Clinton,1571509.0,Other,266892.0,Robert Dole,718058.0,MA,2556459.0
State,Massachusetts,1999,29955152.0,38609769.0,181795205.0,28777.0,34889.0,220404974.0,6317345.0,-925.9,13650.8,74.751,158570.8,265143.2,93847.5,332253.9,12724.8,Bill Clinton,Democrat,Bill Clinton,1571509.0,Other,266892.0,Robert Dole,718058.0,MA,2556459.0
