National v State,State,Year,Personal Federal Taxes,Personal Current Taxes,Disposable Personal Income,Disposable Personal Income (Per Capita),Personal Income (Per Capita),Personal income (thousands of dollars),Population,  Subsidies (millions of dollars),Taxes on Production and Imports (M),Chain-type Quantity Indexes for Real GDP,Compensation (M),Current-dollar GDP (M),Gross Operating Surplus (M),Real GDP (M chained 2012 dollars),Taxes on Production and Imports less Subsides (M),Winner_Candidate,Winner_Party,dem_candidate,dem_votes,other_candidate,other_votes,rep_candidate,rep_votes,state_po,totalvotes
State,Alabama,1997,8558198.0,10612417.0,83368962.0,19087.0,21516.0,93981379.0,4367935.0,-274.5,6754.8,77.435,61083.8,104716.9,37152.8,144457.3,6480.3,Robert Dole,Republican,Bill Clinton,662165.0,Other,103140.0,Robert Dole,769044.0,AL,1534349.0
State,Alabama,1998,9029800.0,11224497.0,88728791.0,20144.0,22692.0,99953288.0,4404701.0,-293.6,6968.3,80.19800000000001,64168.6,110181.3,39338.0,149613.2,6674.7,Robert Dole,Republican,Bill Clinton,662165.0,Other,103140.0,Robert Dole,769044.0,AL,1534349.0
State,Alabama,1999,9349893.0,11730462.0,91722596.0,20704.0,23352.0,103453058.0,4430141.0,-375.0,7329.6,83.178,67225.1,115833.1,41653.4,155171.9,6954.6,Robert Dole,Republican,Bill Clinton,662165.0,Other,103140.0,Robert Dole,769044.0,AL,1534349.0
State,Alabama,2000,9701986.0,12163118.0,96191981.0,21606.0,24338.0,108355099.0,4452173.0,-351.0,7868.6,84.53200000000001,69764.4,120132.9,42850.9,157697.7,7517.5,George W. Bush,Republican,Al Gore,692611.0,Other,32488.0,George W. Bush,941173.0,AL,1666272.0
State,Alabama,2001,10062049.0,12519154.0,99635776.0,22302.0,25104.0,112154930.0,4467634.0,-462.4,8004.4,84.23200000000001,72038.4,123035.3,43455.0,157137.9,7541.9,George W. Bush,Republican,Al Gore,692611.0,Other,32488.0,George W. Bush,941173.0,AL,1666272.0
State,Alabama,2002,8671437.0,11101169.0,104090640.0,23234.0,25712.0,115191809.0,4480089.0,-495.6,8050.4,86.44,74152.3,128117.4,46410.3,161258.0,7554.8,George W. Bush,Republican,Al Gore,692611.0,Other,32488.0,George W. Bush,941173.0,AL,1666272.0
State,Alabama,2003,8216997.0,10672170.0,109538906.0,24323.0,26693.0,120211076.0,4503491.0,-452.3,8434.7,88.581,77085.0,133969.3,48901.9,165250.5,7982.4,George W. Bush,Republican,Al Gore,692611.0,Other,32488.0,George W. Bush,941173.0,AL,1666272.0
State,Alabama,2004,8335490.0,10978927.0,117760952.0,25992.0,28415.0,128739879.0,4530729.0,-391.5,8995.7,94.29799999999999,81588.9,146886.7,56693.5,175916.8,8604.3,George W. Bush,Republican,John Kerry,693933.0,Other,13088.0,George W. Bush,1176394.0,AL,1883415.0
State,Alabama,2005,9879999.0,12881442.0,123445896.0,27013.0,29832.0,136327338.0,4569805.0,-506.9,9913.7,97.49,86356.8,156403.3,60639.7,181871.0,9406.8,George W. Bush,Republican,John Kerry,693933.0,Other,13088.0,George W. Bush,1176394.0,AL,1883415.0
State,Alabama,2006,11401388.0,14711087.0,130464746.0,28184.0,31362.0,145175833.0,4628981.0,-475.4,10571.5,99.348,91148.0,164347.8,63103.9,185337.0,10096.0,George W. Bush,Republican,John Kerry,693933.0,Other,13088.0,George W. Bush,1176394.0,AL,1883415.0
State,Alabama,2007,12239683.0,15738340.0,136588665.0,29230.0,32598.0,152327005.0,4672840.0,-481.8,10851.0,99.971,95286.4,170263.9,64608.3,186499.4,10369.1,George W. Bush,Republican,John Kerry,693933.0,Other,13088.0,George W. Bush,1176394.0,AL,1883415.0
State,Alabama,2008,12462577.0,15953250.0,141413574.0,29972.0,33353.0,157366824.0,4718206.0,-443.3,11143.1,99.31700000000001,97634.2,172677.2,64343.3,185280.6,10699.8,John McCain,Republican,Barack H. Obama,813479.0,Other,19794.0,John McCain,1266546.0,AL,2099819.0
State,Alabama,2009,9244089.0,12435908.0,142709365.0,29994.0,32608.0,155145273.0,4757938.0,-519.1,10684.9,95.89399999999999,95327.1,169128.5,63635.6,178893.4,10165.8,John McCain,Republican,Barack H. Obama,813479.0,Other,19794.0,John McCain,1266546.0,AL,2099819.0
State,Alabama,2010,10161952.0,13206758.0,148309803.0,30992.0,33752.0,161516561.0,4785437.0,-461.2,11066.7,98.103,96804.0,175470.1,68060.7,183014.5,10605.5,John McCain,Republican,Barack H. Obama,813479.0,Other,19794.0,John McCain,1266546.0,AL,2099819.0
State,Alabama,2011,11731967.0,15046831.0,152895926.0,31859.0,34995.0,167942757.0,4799069.0,-509.6,11652.5,99.525,98890.3,181929.9,71896.6,185666.9,11142.9,John McCain,Republican,Barack H. Obama,813479.0,Other,19794.0,John McCain,1266546.0,AL,2099819.0
State,Alabama,2012,11353490.0,14827642.0,157976433.0,32805.0,35884.0,172804075.0,4815588.0,-484.7,11784.3,100.0,100372.5,186553.9,74881.8,186553.9,11299.6,Mitt Romney,Republican,Barack H. Obama,795696.0,Other,22717.0,Mitt Romney,1255925.0,AL,2074338.0
State,Alabama,2013,12389813.0,16122198.0,158293222.0,32772.0,36110.0,174415420.0,4830081.0,-457.1,12043.3,101.212,102206.9,192166.5,78373.4,188814.2,11586.2,Mitt Romney,Republican,Barack H. Obama,795696.0,Other,22717.0,Mitt Romney,1255925.0,AL,2074338.0
State,Alabama,2014,12820194.0,16515927.0,163941756.0,33860.0,37271.0,180457683.0,4841799.0,-466.9,12206.1,100.544,106036.8,195037.7,77261.7,187568.0,11739.2,Mitt Romney,Republican,Barack H. Obama,795696.0,Other,22717.0,Mitt Romney,1255925.0,AL,2074338.0
State,Alabama,2015,14032671.0,17958460.0,170752983.0,35190.0,38891.0,188711443.0,4852347.0,-440.7,12131.8,101.541,110031.4,200197.5,78474.9,189428.8,11691.2,Mitt Romney,Republican,Barack H. Obama,795696.0,Other,22717.0,Mitt Romney,1255925.0,AL,2074338.0
State,Alabama,2016,14656583.0,18701899.0,173580034.0,35690.0,39536.0,192281933.0,4863525.0,-517.9,12992.2,102.664,112852.6,204454.7,79127.8,191523.4,12474.3,Donald J. Trump,Republican,Hillary Clinton,729547.0,Other,75570.0,Donald J. Trump,1318255.0,AL,2123372.0
State,Alabama,2017,14644869.0,18810721.0,181189035.0,37171.0,41030.0,199999756.0,4874486.0,-543.8,13480.9,103.82700000000001,116633.7,210895.7,81325.0,193693.0,12937.1,Donald J. Trump,Republican,Hillary Clinton,729547.0,Other,75570.0,Donald J. Trump,1318255.0,AL,2123372.0
State,Alabama,2018,14644231.0,19159726.0,189592957.0,38790.0,42710.0,208752683.0,4887681.0,-459.0,14310.2,106.164,121513.6,221030.7,85665.9,198053.7,13851.2,Donald J. Trump,Republican,Hillary Clinton,729547.0,Other,75570.0,Donald J. Trump,1318255.0,AL,2123372.0
State,Alabama,2019,15482032.0,20345336.0,196103702.0,39995.0,44145.0,216449038.0,4903185.0,-593.7,13774.0,107.652,126892.8,228142.6,88069.6,200829.4,13180.2,Donald J. Trump,Republican,Hillary Clinton,729547.0,Other,75570.0,Donald J. Trump,1318255.0,AL,2123372.0
State,Alaska,1997,1797971.0,1844364.0,15432260.0,25176.0,28185.0,17276624.0,612968.0,-62.9,2464.8,73.35600000000001,12347.8,25800.0,11050.3,42339.2,2401.9,Robert Dole,Republican,Bill Clinton,80380.0,Other,38494.0,Robert Dole,122746.0,AK,241620.0
State,Alaska,1998,1920625.0,1968348.0,16146106.0,26045.0,29220.0,18114454.0,619932.0,-54.4,2004.0,71.449,12889.6,24227.6,9388.4,41238.4,1949.6,Robert Dole,Republican,Bill Clinton,80380.0,Other,38494.0,Robert Dole,122746.0,AK,241620.0
State,Alaska,1999,1938851.0,1987553.0,16688125.0,26710.0,29892.0,18675678.0,624779.0,-56.4,1983.2,70.669,13127.5,24779.3,9725.0,40788.2,1926.8,Robert Dole,Republican,Bill Clinton,80380.0,Other,38494.0,Robert Dole,122746.0,AK,241620.0
State,Alaska,2000,2106843.0,2159143.0,17919522.0,28536.0,31974.0,20078665.0,627963.0,-56.9,2515.5,68.553,13893.0,26815.8,10464.2,39566.8,2458.6,George W. Bush,Republican,Al Gore,79004.0,Other,39158.0,George W. Bush,167398.0,AK,285560.0
State,Alaska,2001,2265637.0,2318430.0,18921963.0,29859.0,33517.0,21240393.0,633714.0,-111.3,2386.1,71.07,14883.3,28455.4,11297.3,41019.8,2274.8,George W. Bush,Republican,Al Gore,79004.0,Other,39158.0,George W. Bush,167398.0,AK,285560.0
State,Alaska,2002,1986011.0,2038513.0,20208020.0,31460.0,34634.0,22246533.0,642337.0,-70.8,2162.9,74.355,15703.7,29633.4,11837.5,42915.8,2092.2,George W. Bush,Republican,Al Gore,79004.0,Other,39158.0,George W. Bush,167398.0,AK,285560.0
State,Alaska,2003,1865493.0,1921801.0,21317833.0,32877.0,35841.0,23239634.0,648414.0,-99.8,2308.8,72.998,16522.0,31789.7,13058.7,42132.7,2209.0,George W. Bush,Republican,Al Gore,79004.0,Other,39158.0,George W. Bush,167398.0,AK,285560.0
State,Alaska,2004,1817698.0,1885667.0,22452679.0,34056.0,36916.0,24338346.0,659286.0,-87.2,2504.9,75.804,17454.3,34987.9,15115.8,43752.3,2417.8,George W. Bush,Republican,John Kerry,111025.0,Other,10684.0,George W. Bush,190889.0,AK,312598.0
State,Alaska,2005,2077296.0,2151650.0,23805227.0,35693.0,38919.0,25956877.0,666946.0,-94.4,2859.0,78.078,18584.7,39788.7,18439.4,45064.7,2764.5,George W. Bush,Republican,John Kerry,111025.0,Other,10684.0,George W. Bush,190889.0,AK,312598.0
State,Alaska,2006,2340651.0,2419870.0,25306803.0,37475.0,41058.0,27726673.0,675302.0,-93.1,3197.1,84.09700000000001,19600.3,44457.1,21752.8,48538.5,3104.0,George W. Bush,Republican,John Kerry,111025.0,Other,10684.0,George W. Bush,190889.0,AK,312598.0
State,Alaska,2007,2705805.0,2789166.0,27049693.0,39761.0,43861.0,29838859.0,680300.0,-102.7,4891.3,88.611,20790.2,49002.6,23423.9,51144.0,4788.6,George W. Bush,Republican,John Kerry,111025.0,Other,10684.0,George W. Bush,190889.0,AK,312598.0
State,Alaska,2008,3089882.0,3167563.0,29657505.0,43141.0,47749.0,32825068.0,687455.0,-94.8,10081.4,88.17200000000001,21813.1,54759.0,22959.3,50891.0,9986.5,John McCain,Republican,Barack H. Obama,123594.0,Other,8762.0,John McCain,193841.0,AK,326197.0
State,Alaska,2009,2386506.0,2464549.0,30431892.0,43543.0,47069.0,32896441.0,698895.0,-115.7,4678.7,96.869,22533.6,49651.6,22555.1,55910.6,4563.0,John McCain,Republican,Barack H. Obama,123594.0,Other,8762.0,John McCain,193841.0,AK,326197.0
State,Alaska,2010,2590997.0,2670454.0,32623375.0,45697.0,49437.0,35293829.0,713910.0,-119.3,5845.6,93.939,23170.8,52947.7,24050.6,54219.0,5726.3,John McCain,Republican,Barack H. Obama,123594.0,Other,8762.0,John McCain,193841.0,AK,326197.0
State,Alaska,2011,3002991.0,3081382.0,34746427.0,48117.0,52384.0,37827809.0,722128.0,-134.3,7391.2,94.811,24458.4,56333.9,24618.6,54722.6,7256.9,John McCain,Republican,Barack H. Obama,123594.0,Other,8762.0,John McCain,193841.0,AK,326197.0
State,Alaska,2012,2968765.0,3051794.0,36117446.0,49446.0,53624.0,39169240.0,730443.0,-127.6,7867.4,100.0,25739.1,57717.5,24238.7,57717.5,7739.8,Mitt Romney,Republican,Barack H. Obama,122640.0,Other,13179.0,Mitt Romney,164676.0,AK,300495.0
State,Alaska,2013,3291360.0,3376660.0,35482831.0,48141.0,52722.0,38859491.0,737068.0,-121.6,8141.1,94.855,26362.2,56625.3,22243.5,54748.1,8019.5,Mitt Romney,Republican,Barack H. Obama,122640.0,Other,13179.0,Mitt Romney,164676.0,AK,300495.0
State,Alaska,2014,3478142.0,3562194.0,37548198.0,50997.0,55835.0,41110392.0,736283.0,-130.8,5538.6,92.65899999999999,27139.9,55750.6,23202.9,53480.6,5407.7,Mitt Romney,Republican,Barack H. Obama,122640.0,Other,13179.0,Mitt Romney,164676.0,AK,300495.0
State,Alaska,2015,3760067.0,3840191.0,38665649.0,52428.0,57635.0,42505840.0,737498.0,-124.4,2978.6,93.586,27826.3,50728.1,20047.6,54015.3,2854.2,Mitt Romney,Republican,Barack H. Obama,122640.0,Other,13179.0,Mitt Romney,164676.0,AK,300495.0
State,Alaska,2016,3504975.0,3579983.0,38165643.0,51474.0,56302.0,41745626.0,741456.0,-125.8,3350.1,92.32700000000001,27167.0,49755.6,19364.2,53289.0,3224.3,Donald J. Trump,Republican,Hillary Clinton,116454.0,Other,38767.0,Donald J. Trump,163387.0,AK,318608.0
State,Alaska,2017,3319611.0,3394729.0,39059647.0,52805.0,57394.0,42454376.0,739700.0,-103.2,3784.8,91.525,27118.5,51737.0,20936.9,52825.9,3681.6,Donald J. Trump,Republican,Hillary Clinton,116454.0,Other,38767.0,Donald J. Trump,163387.0,AK,318608.0
State,Alaska,2018,3316475.0,3396494.0,40973085.0,55735.0,60355.0,44369579.0,735139.0,-110.6,4264.3,91.70299999999999,28261.6,54292.9,21877.5,52928.7,4153.7,Donald J. Trump,Republican,Hillary Clinton,116454.0,Other,38767.0,Donald J. Trump,163387.0,AK,318608.0
State,Alaska,2019,3480476.0,3561991.0,42383111.0,57936.0,62806.0,45945102.0,731545.0,-113.9,4476.1,92.26899999999999,29231.9,54385.6,20791.5,53255.2,4362.2,Donald J. Trump,Republican,Hillary Clinton,116454.0,Other,38767.0,Donald J. Trump,163387.0,AK,318608.0
State,Arizona,1997,10868970.0,12903928.0,95119151.0,20080.0,22804.0,108023079.0,4736990.0,-330.8,8958.8,62.809,69876.9,132290.9,53786.0,168372.2,8628.0,Bill Clinton,Democrat,Bill Clinton,653288.0,Other,129044.0,Robert Dole,622073.0,AZ,1404405.0
State,Arizona,1998,12358797.0,14569132.0,103488456.0,21192.0,24176.0,118057588.0,4883342.0,-361.6,9478.9,68.26,77166.0,143286.2,57002.9,182983.5,9117.3,Bill Clinton,Democrat,Bill Clinton,653288.0,Other,129044.0,Robert Dole,622073.0,AZ,1404405.0
State,Arizona,1999,13216913.0,15598126.0,109056284.0,21708.0,24813.0,124654410.0,5023823.0,-403.8,10425.3,73.863,82849.8,155282.6,62411.4,198002.1,10021.4,Bill Clinton,Democrat,Bill Clinton,653288.0,Other,129044.0,Robert Dole,622073.0,AZ,1404405.0
State,Arizona,2000,14544736.0,17236250.0,118151228.0,22895.0,26235.0,135387478.0,5160586.0,-414.5,11550.0,77.508,91205.4,164609.9,62268.9,207774.8,11135.6,George W. Bush,Republican,Al Gore,685341.0,Other,65023.0,George W. Bush,781652.0,AZ,1532016.0
State,Arizona,2001,14664415.0,17277186.0,124067267.0,23527.0,26803.0,141344453.0,5273477.0,-540.9,12091.0,79.32600000000001,95475.5,171480.5,64454.9,212648.3,11550.1,George W. Bush,Republican,Al Gore,685341.0,Other,65023.0,George W. Bush,781652.0,AZ,1532016.0
State,Arizona,2002,12394311.0,14858216.0,131647029.0,24396.0,27149.0,146505245.0,5396255.0,-421.7,12817.5,81.834,98041.6,179475.6,69038.2,219370.4,12395.8,George W. Bush,Republican,Al Gore,685341.0,Other,65023.0,George W. Bush,781652.0,AZ,1532016.0
State,Arizona,2003,11972169.0,14579975.0,140595045.0,25515.0,28161.0,155175020.0,5510364.0,-582.1,13685.1,87.045,102681.4,192764.8,76980.4,233339.1,13103.0,George W. Bush,Republican,Al Gore,685341.0,Other,65023.0,George W. Bush,781652.0,AZ,1532016.0
State,Arizona,2004,13116148.0,16131157.0,153507585.0,27158.0,30012.0,169638742.0,5652404.0,-515.3,14635.3,90.72,111133.6,205390.5,80136.9,243192.6,14120.0,George W. Bush,Republican,John Kerry,893524.0,Other,14767.0,George W. Bush,1104294.0,AZ,2012585.0
State,Arizona,2005,16595784.0,19986767.0,168149738.0,28797.0,32220.0,188136505.0,5839077.0,-692.9,16025.9,98.12700000000001,121777.8,228232.6,91121.7,263047.3,15333.0,George W. Bush,Republican,John Kerry,893524.0,Other,14767.0,George W. Bush,1104294.0,AZ,2012585.0
State,Arizona,2006,18749042.0,22822540.0,186304420.0,30901.0,34686.0,209126960.0,6029141.0,-656.9,17292.4,103.402,134607.4,248154.2,96911.3,277189.0,16635.5,George W. Bush,Republican,John Kerry,893524.0,Other,14767.0,George W. Bush,1104294.0,AZ,2012585.0
State,Arizona,2007,19599822.0,23953702.0,196782215.0,31905.0,35789.0,220735917.0,6167681.0,-755.8,18971.4,106.24600000000001,142619.1,262245.3,101410.6,284811.7,18215.6,George W. Bush,Republican,John Kerry,893524.0,Other,14767.0,George W. Bush,1104294.0,AZ,2012585.0
State,Arizona,2008,18395261.0,22296841.0,201048998.0,32012.0,35563.0,223345839.0,6280362.0,-673.5,18359.3,103.465,143884.3,259262.6,97692.5,277357.6,17685.8,John McCain,Republican,Barack H. Obama,1034707.0,Other,28657.0,John McCain,1230111.0,AZ,2293475.0
State,Arizona,2009,13406499.0,16327761.0,195647546.0,30844.0,33418.0,211975307.0,6343154.0,-800.2,17841.1,95.09,135101.1,243764.6,91622.6,254906.9,17040.9,John McCain,Republican,Barack H. Obama,1034707.0,Other,28657.0,John McCain,1230111.0,AZ,2293475.0
State,Arizona,2010,14314623.0,17408475.0,198115166.0,30921.0,33638.0,215523641.0,6407172.0,-695.0,18162.7,96.01899999999999,134483.2,248125.3,96174.4,257396.9,17467.7,John McCain,Republican,Barack H. Obama,1034707.0,Other,28657.0,John McCain,1230111.0,AZ,2293475.0
State,Arizona,2011,17626696.0,21075087.0,205290215.0,31717.0,34973.0,226365302.0,6472643.0,-739.6,19494.8,98.163,139617.8,257881.1,99508.1,263144.1,18755.2,John McCain,Republican,Barack H. Obama,1034707.0,Other,28657.0,John McCain,1230111.0,AZ,2293475.0
State,Arizona,2012,17952095.0,21565596.0,215280498.0,32842.0,36132.0,236846094.0,6554978.0,-674.4,19814.3,100.0,145243.4,268068.2,103684.8,268068.2,19139.9,Mitt Romney,Republican,Barack H. Obama,1025232.0,Other,40368.0,Mitt Romney,1233654.0,AZ,2299254.0
State,Arizona,2013,19899643.0,23870692.0,218985335.0,33016.0,36615.0,242856027.0,6632764.0,-696.8,20096.0,100.709,150331.9,275007.5,105276.4,269967.4,19399.2,Mitt Romney,Republican,Barack H. Obama,1025232.0,Other,40368.0,Mitt Romney,1233654.0,AZ,2299254.0
State,Arizona,2014,20979992.0,25088221.0,232322226.0,34518.0,38246.0,257410447.0,6730413.0,-709.3,20400.0,102.255,156465.4,284851.4,108695.3,274112.9,19690.7,Mitt Romney,Republican,Barack H. Obama,1025232.0,Other,40368.0,Mitt Romney,1233654.0,AZ,2299254.0
State,Arizona,2015,23446458.0,27931173.0,243326825.0,35628.0,39718.0,271257998.0,6829676.0,-674.1,20339.4,105.17299999999999,163929.0,298615.0,115020.7,281935.6,19665.3,Mitt Romney,Republican,Barack H. Obama,1025232.0,Other,40368.0,Mitt Romney,1233654.0,AZ,2299254.0
State,Arizona,2016,24754008.0,29059093.0,254140171.0,36614.0,40801.0,283199264.0,6941072.0,-692.4,21550.3,108.65100000000001,170702.4,313056.5,121496.2,291259.6,20857.8,Donald J. Trump,Republican,Hillary Clinton,1161167.0,Other,159597.0,Donald J. Trump,1252401.0,AZ,2573165.0
State,Arizona,2017,26016874.0,30580533.0,269426919.0,38249.0,42590.0,300007452.0,7044008.0,-734.3,23008.5,112.70200000000001,181007.7,330146.6,126864.7,302117.8,22274.2,Donald J. Trump,Republican,Hillary Clinton,1161167.0,Other,159597.0,Donald J. Trump,1252401.0,AZ,2573165.0
State,Arizona,2018,26095144.0,31729191.0,287497142.0,40164.0,44597.0,319226333.0,7158024.0,-789.0,24174.2,117.14,192938.5,350718.3,134394.5,314016.1,23385.2,Donald J. Trump,Republican,Hillary Clinton,1161167.0,Other,159597.0,Donald J. Trump,1252401.0,AZ,2573165.0
State,Arizona,2019,28110875.0,34339262.0,300903842.0,41340.0,46058.0,335243104.0,7278717.0,-809.8,24847.6,120.715,203864.0,370119.1,142217.3,323597.6,24037.7,Donald J. Trump,Republican,Hillary Clinton,1161167.0,Other,159597.0,Donald J. Trump,1252401.0,AZ,2573165.0
State,Arkansas,1997,4292918.0,5709269.0,46798686.0,17992.0,20187.0,52507955.0,2601090.0,-353.6,4168.5,76.83,32715.5,59826.9,23296.5,82760.4,3814.9,Bill Clinton,Democrat,Bill Clinton,475171.0,Other,83675.0,Robert Dole,325416.0,AR,884262.0
State,Arkansas,1998,4646819.0,6216250.0,49519854.0,18855.0,21222.0,55736104.0,2626289.0,-520.1,4299.1,78.715,34880.9,62397.8,23738.0,84791.3,3778.9,Bill Clinton,Democrat,Bill Clinton,475171.0,Other,83675.0,Robert Dole,325416.0,AR,884262.0
State,Arkansas,1999,4819170.0,6387198.0,51586197.0,19453.0,21861.0,57973395.0,2651860.0,-826.9,5185.8,82.93799999999999,36741.0,66791.2,25691.2,89339.5,4359.0,Bill Clinton,Democrat,Bill Clinton,475171.0,Other,83675.0,Robert Dole,325416.0,AR,884262.0
State,Arkansas,2000,5220204.0,6865496.0,54104386.0,20199.0,22762.0,60969882.0,2678588.0,-963.0,4908.2,83.759,38766.8,68740.4,26028.3,90224.2,3945.2,George W. Bush,Republican,Al Gore,422768.0,Other,26073.0,George W. Bush,472940.0,AR,921781.0
State,Arkansas,2001,5369861.0,7102747.0,57065399.0,21202.0,23840.0,64168146.0,2691571.0,-1128.1,5120.7,83.626,40397.1,70680.3,26290.5,90081.0,3992.7,George W. Bush,Republican,Al Gore,422768.0,Other,26073.0,George W. Bush,472940.0,AR,921781.0
State,Arkansas,2002,4602534.0,6305102.0,59356448.0,21936.0,24266.0,65661550.0,2705927.0,-721.6,5324.8,86.32600000000001,41662.0,73986.5,27721.3,92989.3,4603.2,George W. Bush,Republican,Al Gore,422768.0,Other,26073.0,George W. Bush,472940.0,AR,921781.0
State,Arkansas,2003,4319736.0,6003523.0,63543849.0,23320.0,25524.0,69547372.0,2724816.0,-1085.3,5572.8,89.78399999999999,43485.7,78306.3,30333.2,96714.2,4487.5,George W. Bush,Republican,Al Gore,422768.0,Other,26073.0,George W. Bush,472940.0,AR,921781.0
State,Arkansas,2004,4376359.0,6265877.0,67767083.0,24645.0,26924.0,74032960.0,2749686.0,-535.9,6062.4,93.943,46064.2,84557.0,32966.2,101194.5,5526.5,George W. Bush,Republican,John Kerry,469953.0,Other,12094.0,George W. Bush,572898.0,AR,1054945.0
State,Arkansas,2005,5066567.0,7157321.0,70843018.0,25473.0,28047.0,78000339.0,2781097.0,-667.6,6873.8,97.25200000000001,48480.3,89643.1,34956.6,104758.6,6206.2,George W. Bush,Republican,John Kerry,469953.0,Other,12094.0,George W. Bush,572898.0,AR,1054945.0
State,Arkansas,2006,5645033.0,7835102.0,75233145.0,26662.0,29438.0,83068247.0,2821761.0,-602.8,7272.6,99.411,51110.2,94451.6,36671.6,107084.1,6669.8,George W. Bush,Republican,John Kerry,469953.0,Other,12094.0,George W. Bush,572898.0,AR,1054945.0
State,Arkansas,2007,6439751.0,8877747.0,79630554.0,27954.0,31070.0,88508301.0,2848650.0,-615.5,7208.1,98.65700000000001,53637.6,96991.9,36761.7,106272.5,6592.5,George W. Bush,Republican,John Kerry,469953.0,Other,12094.0,George W. Bush,572898.0,AR,1054945.0
State,Arkansas,2008,6746508.0,9315063.0,82497057.0,28699.0,31940.0,91812120.0,2874554.0,-511.8,7242.6,98.333,54778.2,99014.4,37505.4,105923.2,6730.8,John McCain,Republican,Barack H. Obama,422310.0,Other,26290.0,John McCain,638017.0,AR,1086617.0
State,Arkansas,2009,5170497.0,7556537.0,82689474.0,28545.0,31153.0,90246011.0,2896843.0,-647.6,7118.5,95.16799999999999,54260.1,96983.7,36252.6,102513.5,6471.0,John McCain,Republican,Barack H. Obama,422310.0,Other,26290.0,John McCain,638017.0,AR,1086617.0
State,Arkansas,2010,5425877.0,7739962.0,85550497.0,29278.0,31927.0,93290459.0,2921964.0,-557.8,7629.9,97.684,55258.1,100970.8,38640.5,105223.6,7072.1,John McCain,Republican,Barack H. Obama,422310.0,Other,26290.0,John McCain,638017.0,AR,1086617.0
State,Arkansas,2011,6527225.0,9043502.0,90527953.0,30785.0,33860.0,99571455.0,2940667.0,-590.9,7875.9,99.63,56870.1,105107.8,40952.7,107320.6,7285.0,John McCain,Republican,Barack H. Obama,422310.0,Other,26290.0,John McCain,638017.0,AR,1086617.0
State,Arkansas,2012,6789352.0,9449527.0,97535188.0,33039.0,36239.0,106984715.0,2952164.0,-560.0,8314.5,100.0,59196.3,107718.8,40768.1,107718.8,7754.4,Mitt Romney,Republican,Barack H. Obama,394409.0,Other,27315.0,Mitt Romney,647744.0,AR,1069468.0
State,Arkansas,2013,7460408.0,10314095.0,96926589.0,32752.0,36237.0,107240684.0,2959400.0,-564.4,8742.9,102.398,60545.9,112764.6,44040.2,110301.4,8178.4,Mitt Romney,Republican,Barack H. Obama,394409.0,Other,27315.0,Mitt Romney,647744.0,AR,1069468.0
State,Arkansas,2014,7978646.0,10801034.0,102744447.0,34624.0,38264.0,113545481.0,2967392.0,-525.8,8927.2,103.72399999999999,62563.9,116151.8,45186.5,111729.9,8401.4,Mitt Romney,Republican,Barack H. Obama,394409.0,Other,27315.0,Mitt Romney,647744.0,AR,1069468.0
State,Arkansas,2015,8428202.0,11409848.0,106261967.0,35682.0,39513.0,117671815.0,2978048.0,-542.6,8979.4,104.846,64679.8,117734.3,44617.6,112938.9,8436.8,Mitt Romney,Republican,Barack H. Obama,394409.0,Other,27315.0,Mitt Romney,647744.0,AR,1069468.0
State,Arkansas,2016,8865687.0,11870585.0,108877623.0,36415.0,40385.0,120748208.0,2989918.0,-728.4,9301.7,105.35799999999999,66143.4,119191.8,44475.1,113490.4,8573.3,Donald J. Trump,Republican,Hillary Clinton,380494.0,Other,65269.0,Donald J. Trump,684872.0,AR,1130635.0
State,Arkansas,2017,9136967.0,12138213.0,112887493.0,37612.0,41657.0,125025706.0,3001345.0,-782.9,9663.4,106.714,68541.8,122978.5,45556.2,114950.7,8880.5,Donald J. Trump,Republican,Hillary Clinton,380494.0,Other,65269.0,Donald J. Trump,684872.0,AR,1130635.0
State,Arkansas,2018,9209420.0,12377281.0,118020244.0,39213.0,43325.0,130397525.0,3009733.0,-792.9,10167.3,108.336,70909.5,127761.3,47477.4,116698.8,9374.4,Donald J. Trump,Republican,Hillary Clinton,380494.0,Other,65269.0,Donald J. Trump,684872.0,AR,1130635.0
State,Arkansas,2019,9673996.0,13002625.0,121680054.0,40321.0,44629.0,134682679.0,3017804.0,-1223.6,10736.5,109.031,73354.2,130954.1,48087.1,117447.1,9512.8,Donald J. Trump,Republican,Hillary Clinton,380494.0,Other,65269.0,Donald J. Trump,684872.0,AR,1130635.0
State,California,1997,93479407.0,120765010.0,761912296.0,23454.0,27171.0,882677306.0,32486010.0,-4792.7,70407.7,64.35,574432.9,1071327.2,431279.3,1379722.1,65615.0,Bill Clinton,Democrat,Bill Clinton,5119835.0,Other,1071253.0,Robert Dole,3828381.0,CA,10019469.0
State,California,1998,104597235.0,136488075.0,823461672.0,24963.0,29100.0,959949747.0,32987675.0,-4566.7,73616.2,68.586,625411.7,1147944.3,453483.0,1470543.0,69049.5,Bill Clinton,Democrat,Bill Clinton,5119835.0,Other,1071253.0,Robert Dole,3828381.0,CA,10019469.0
State,California,1999,123500936.0,159429017.0,866990330.0,25881.0,30640.0,1026419347.0,33499204.0,-5094.1,78034.5,73.842,681068.5,1247734.4,493725.5,1583231.3,72940.4,Bill Clinton,Democrat,Bill Clinton,5119835.0,Other,1071253.0,Robert Dole,3828381.0,CA,10019469.0
